n,cos,sin
2050,-0.236423,0.778292
2051,-0.311365,0.75128
2052,-0.38329,0.717073
2053,-0.451509,0.676003
2054,-0.515369,0.628466
2055,-0.574261,0.574921
2056,-0.627621,0.515885
2057,-0.67494,0.451925
2058,-0.715766,0.383658
2059,-0.749712,0.311739
2060,-0.776454,0.236861
2061,-0.79574,0.159742
2062,-0.807387,0.0811227
2063,-0.811287,0.00175833
2064,-0.807406,-0.0775902
2065,-0.795784,-0.156162
2066,-0.776537,-0.233204
2067,-0.749852,-0.307978
2068,-0.715988,-0.379768
2069,-0.675274,-0.447887
2070,-0.628102,-0.511684
2071,-0.574927,-0.570549
2072,-0.516263,-0.623919
2073,-0.452673,-0.671285
2074,-0.38477,-0.712196
2075,-0.313206,-0.746263
2076,-0.238669,-0.773161
2077,-0.161875,-0.792636
2078,-0.0835619,-0.804504
2079,-0.00447974,-0.808656
2080,0.0746124,-0.805054
2081,0.152957,-0.793737
2082,0.229802,-0.774816
2083,0.304412,-0.748476
2084,0.376074,-0.714972
2085,0.444101,-0.67463
2086,0.507844,-0.627838
2087,0.566692,-0.575049
2088,0.620084,-0.516769
2089,0.667511,-0.453562
2090,0.708521,-0.386034
2091,0.742723,-0.314834
2092,0.769793,-0.240647
2093,0.789474,-0.164185
2094,0.801582,-0.0861811
2095,0.806003,-0.00738416
2096,0.802698,0.0714505
2097,0.791703,0.149567
2098,0.773126,0.226218
2099,0.747148,0.30067
2100,0.714022,0.372209
2101,0.674068,0.440151
2102,0.627672,0.503847
2103,0.575282,0.56269
2104,0.517402,0.616116
2105,0.454589,0.663616
2106,0.387447,0.704739
2107,0.316621,0.739092
2108,0.242791,0.76635
2109,0.166667,0.786254
2110,0.088978,0.798618
2111,0.0104694,0.803326
2112,-0.0681064,0.800336
2113,-0.145997,0.78968
2114,-0.222455,0.771465
2115,-0.296751,0.745867
2116,-0.368172,0.713135
2117,-0.436037,0.673586
2118,-0.499696,0.627601
2119,-0.558543,0.575625
2120,-0.612014,0.518157
2121,-0.659601,0.455751
2122,-0.70085,0.389006
2123,-0.735369,0.318563
2124,-0.76283,0.2451
2125,-0.782974,0.16932
2126,-0.795611,0.0919504
2127,-0.800623,0.0137333
2128,-0.797965,-0.0645821
2129,-0.787667,-0.142246
2130,-0.76983,-0.218514
2131,-0.744629,-0.292657
2132,-0.712308,-0.363967
2133,-0.67318,-0.431761
2134,-0.627622,-0.495391
2135,-0.576074,-0.554251
2136,-0.519032,-0.607779
2137,-0.457045,-0.655464
2138,-0.390708,-0.696853
2139,-0.320659,-0.731552
2140,-0.247569,-0.759233
2141,-0.17214,-0.779632
2142,-0.0950956,-0.792558
2143,-0.0171736,-0.797891
2144,0.0608796,-0.795583
2145,0.138316,-0.78566
2146,0.214396,-0.768219
2147,0.288391,-0.743432
2148,0.359593,-0.711538
2149,0.427322,-0.672847
2150,0.490932,-0.627732
2151,0.549815,-0.576627
2152,0.603409,-0.520024
2153,0.651205,-0.458468
2154,0.692748,-0.392551
2155,0.727641,-0.322904
2156,0.755555,-0.250197
2157,0.776226,-0.175126
2158,0.789458,-0.0984113
2159,0.795129,-0.020788
2160,0.793188,0.0570009
2161,0.783657,0.134211
2162,0.766629,0.210103
2163,0.742273,0.283951
2164,0.710823,0.355051
2165,0.672585,0.422722
2166,0.627927,0.486318
2167,0.577279,0.545234
2168,0.52113,0.598906
2169,0.460018,0.646824
2170,0.39453,0.688533
2171,0.325296,0.723635
2172,0.25298,0.751797
2173,0.178274,0.772755
2174,0.101895,0.786309
2175,0.0245742,0.792335
2176,-0.0529482,0.790777
2177,-0.12993,0.781654
2178,-0.205636,0.765057
2179,-0.279341,0.741148
2180,-0.350342,0.710159
2181,-0.417961,0.672389
2182,-0.481551,0.628204
2183,-0.540508,0.578028
2184,-0.594268,0.522345
2185,-0.64232,0.461689
2186,-0.684207,0.396644
2187,-0.719531,0.327832
2188,-0.747957,0.255915
2189,-0.769216,0.181582
2190,-0.783109,0.105544
2191,-0.789505,0.0285298
2192,-0.788347,-0.0487235
2193,-0.77965,-0.125477
2194,-0.7635,-0.200997
2195,-0.740055,-0.274562
2196,-0.709542,-0.345468
2197,-0.672257,-0.41304
2198,-0.62856,-0.476631
2199,-0.57887,-0.535637
2200,-0.523667,-0.589495
2201,-0.46348,-0.637692
2202,-0.398888,-0.67977
2203,-0.330509,-0.715329
2204,-0.259,-0.744032
2205,-0.185046,-0.765608
2206,-0.109356,-0.779854
2207,-0.0326525,-0.786637
2208,0.044329,-0.785896
2209,0.120853,-0.777641
2210,0.196187,-0.761954
2211,0.269613,-0.73899
2212,0.340429,-0.70897
2213,0.407959,-0.672186
2214,0.471558,-0.628991
2215,0.530622,-0.579802
2216,0.584586,-0.525092
2217,0.632939,-0.465387
2218,0.675219,-0.401259
2219,0.711026,-0.333323
2220,0.740021,-0.262232
2221,0.761928,-0.188665
2222,0.776543,-0.113327
2223,0.783729,-0.0369399
2224,0.78342,0.0397668
2225,0.775624,0.116059
2226,0.760417,0.191209
2227,0.737949,0.264498
2228,0.708439,0.335226
2229,0.67217,0.402718
2230,0.629494,0.466332
2231,0.58082,0.525461
2232,0.526617,0.579542
2233,0.467406,0.62806
2234,0.403754,0.670555
2235,0.336272,0.706622
2236,0.265606,0.735921
2237,0.192435,0.758175
2238,0.117456,0.773174
2239,0.0413894,0.780777
2240,-0.0350392,0.780917
2241,-0.111099,0.773595
2242,-0.186063,0.758885
2243,-0.259216,0.73693
2244,-0.329859,0.707944
2245,-0.39732,0.672207
2246,-0.460954,0.630064
2247,-0.520155,0.58192
2248,-0.574361,0.528238
2249,-0.623055,0.469533
2250,-0.665775,0.406369
2251,-0.702115,0.339351
2252,-0.731732,0.269121
2253,-0.754345,0.196352
2254,-0.769743,0.12174
2255,-0.77778,0.0459985
2256,-0.778384,-0.0301483
2257,-0.771553,-0.105973
2258,-0.757355,-0.180751
2259,-0.735929,-0.253769
2260,-0.707483,-0.324331
2261,-0.672294,-0.391763
2262,-0.630698,-0.455422
2263,-0.583098,-0.514704
2264,-0.52995,-0.569042
2265,-0.471765,-0.617922
2266,-0.4091,-0.660878
2267,-0.342557,-0.697503
2268,-0.272772,-0.727451
2269,-0.200414,-0.750437
2270,-0.126175,-0.766248
2271,-0.0507646,-0.774733
2272,0.0250965,-0.775817
2273,0.100684,-0.769492
2274,0.175275,-0.755822
2275,0.248159,-0.734941
2276,0.318641,-0.707052
2277,0.386048,-0.672425
2278,0.449739,-0.631393
2279,0.509106,-0.58435
2280,0.563586,-0.531751
2281,0.61266,-0.474098
2282,0.655863,-0.411945
2283,0.692784,-0.345887
2284,0.723075,-0.276557
2285,0.746449,-0.204618
2286,0.762686,-0.130759
2287,0.771635,-0.0556851
2288,0.773213,0.0198862
2289,0.76741,0.0952332
2290,0.754284,0.169637
2291,0.733963,0.242387
2292,0.706646,0.312791
2293,0.672597,0.380177
2294,0.632143,0.443903
2295,0.585673,0.503363
2296,0.533635,0.557991
2297,0.476527,0.607269
2298,0.414898,0.650728
2299,0.349336,0.687957
2300,0.280471,0.718603
2301,0.208961,0.742376
2302,0.135489,0.759054
2303,0.0607572,0.768481
2304,-0.0145197,0.770569
2305,-0.0896235,0.765303
2306,-0.163838,0.752736
2307,-0.236454,0.732992
2308,-0.306781,0.706262
2309,-0.374148,0.672806
2310,-0.437915,0.632945
2311,-0.497473,0.587062
2312,-0.552257,0.5356
2313,-0.601747,0.47905
2314,-0.645472,0.417956
2315,-0.683019,0.352902
2316,-0.714032,0.284512
2317,-0.738218,0.213438
2318,-0.755351,0.140361
2319,-0.765269,0.0659783
2320,-0.767881,-0.0089994
2321,-0.763167,-0.0838566
2322,-0.751175,-0.157879
2323,-0.732022,-0.230362
2324,-0.705896,-0.300613
2325,-0.673047,-0.367964
2326,-0.633794,-0.431774
2327,-0.588513,-0.491436
2328,-0.53764,-0.546383
2329,-0.481662,-0.596093
2330,-0.421115,-0.640094
2331,-0.356581,-0.677969
2332,-0.288675,-0.70936
2333,-0.218047,-0.733972
2334,-0.145373,-0.751571
2335,-0.0713453,-0.761995
2336,0.00332792,-0.765146
2337,0.0779347,-0.760999
2338,0.151764,-0.749596
2339,0.224111,-0.731051
2340,0.294287,-0.705542
2341,0.361625,-0.673317
2342,0.425482,-0.634686
2343,0.485253,-0.590021
2344,0.540368,-0.539751
2345,0.590305,-0.484358
2346,0.634591,-0.424372
2347,0.672805,-0.360367
2348,0.704585,-0.292957
2349,0.729634,-0.222784
2350,0.747713,-0.150521
2351,0.758656,-0.0768555
2352,0.76236,-0.0024922
2353,0.758795,0.0718601
2354,0.747997,0.145492
2355,0.730073,0.217703
2356,0.705197,0.287805
2357,0.673611,0.35513
2358,0.635617,0.419038
2359,0.591583,0.478922
2360,0.54193,0.534212
2361,0.487134,0.584384
2362,0.427721,0.628962
2363,0.364258,0.667524
2364,0.297353,0.699705
2365,0.227646,0.725202
2366,0.155801,0.743774
2367,0.0825059,0.755249
2368,0.00845835,0.75952
2369,-0.0656349,0.75655
2370,-0.139068,0.746371
2371,-0.211141,0.729084
2372,-0.281167,0.704857
2373,-0.348481,0.673924
2374,-0.412443,0.636583
2375,-0.472443,0.593193
2376,-0.527914,0.544171
2377,-0.578327,0.489986
2378,-0.623206,0.431158
2379,-0.662125,0.368249
2380,-0.694716,0.301861
2381,-0.720673,0.232629
2382,-0.73975,0.161212
2383,-0.75177,0.0882933
2384,-0.756621,0.0145678
2385,-0.754261,-0.0592616
2386,-0.744716,-0.132491
2387,-0.728081,-0.204424
2388,-0.704516,-0.274375
2389,-0.674251,-0.341679
2390,-0.637577,-0.405696
2391,-0.594846,-0.465817
2392,-0.546469,-0.521472
2393,-0.492909,-0.572134
2394,-0.434679,-0.617321
2395,-0.372336,-0.656606
2396,-0.306476,-0.689617
2397,-0.237728,-0.716044
2398,-0.166749,-0.735638
2399,-0.0942147,-0.748216
2400,-0.0208178,-0.75366
2401,0.0527425,-0.751924
2402,0.125765,-0.743027
2403,0.197555,-0.727058
2404,0.26743,-0.704171
2405,0.334724,-0.674589
2406,0.398797,-0.638596
2407,0.459043,-0.596539
2408,0.514888,-0.548821
2409,0.565802,-0.495899
2410,0.611305,-0.43828
2411,0.650964,-0.376515
2412,0.684405,-0.311194
2413,0.711313,-0.242942
2414,0.731435,-0.172408
2415,0.744582,-0.100267
2416,0.750634,-0.0272054
2417,0.749535,0.04608
2418,0.7413,0.118892
2419,0.726011,0.190536
2420,0.703816,0.260332
2421,0.674932,0.327616
2422,0.639635,0.391748
2423,0.598266,0.45212
2424,0.551221,0.508158
2425,0.498951,0.559332
2426,0.441956,0.605156
2427,0.380781,0.645198
2428,0.316011,0.679077
2429,0.248264,0.706477
2430,0.178186,0.727137
2431,0.106446,0.740867
2432,0.0337277,0.747537
2433,-0.0392768,0.747089
2434,-0.111872,0.73953
2435,-0.183368,0.724935
2436,-0.253083,0.703447
2437,-0.320357,0.675275
2438,-0.384548,0.640689
2439,-0.445049,0.600022
2440,-0.501284,0.553665
2441,-0.552722,0.50206
2442,-0.598874,0.445702
2443,-0.639305,0.38513
2444,-0.673632,0.320923
2445,-0.701532,0.253692
2446,-0.722742,0.18408
2447,-0.737065,0.11275
2448,-0.744367,0.0403818
2449,-0.744582,-0.0323355
2450,-0.737712,-0.10471
2451,-0.723826,-0.176052
2452,-0.703059,-0.245685
2453,-0.675614,-0.312947
2454,-0.641753,-0.377198
2455,-0.601803,-0.437829
2456,-0.556146,-0.494264
2457,-0.505221,-0.54597
2458,-0.449514,-0.592456
2459,-0.389557,-0.633283
2460,-0.325924,-0.668066
2461,-0.259221,-0.696475
2462,-0.190085,-0.718246
2463,-0.119174,-0.733173
2464,-0.0471644,-0.741118
2465,0.0252587,-0.74201
2466,0.0974062,-0.735842
2467,0.168592,-0.722679
2468,0.238139,-0.702647
2469,0.305387,-0.675942
2470,0.369697,-0.642821
2471,0.430459,-0.603602
2472,0.487098,-0.558661
2473,0.539076,-0.508429
2474,0.585901,-0.453386
2475,0.627131,-0.394058
2476,0.662376,-0.331011
2477,0.691305,-0.264847
2478,0.713645,-0.196197
2479,0.729187,-0.125715
2480,0.737788,-0.0540725
2481,0.739368,0.0180493
2482,0.733916,0.089964
2483,0.721489,0.160988
2484,0.702206,0.230446
2485,0.676256,0.297678
2486,0.643889,0.362047
2487,0.605415,0.422941
2488,0.561204,0.479785
2489,0.511679,0.532038
2490,0.457313,0.579207
2491,0.398627,0.620846
2492,0.336179,0.656561
2493,0.270566,0.686017
2494,0.202413,0.708936
2495,0.13237,0.725104
2496,0.0611026,0.734371
2497,-0.0107102,0.736652
2498,-0.0823855,0.731929
2499,-0.153242,0.72025
2500,-0.222607,0.701731
2501,-0.289821,0.67655
2502,-0.354248,0.644951
2503,-0.415274,0.607237
2504,-0.472324,0.56377
2505,-0.524855,0.514966
2506,-0.572372,0.461292
2507,-0.614425,0.403259
2508,-0.650618,0.341423
2509,-0.680609,0.276373
2510,-0.704116,0.208728
2511,-0.72092,0.139134
2512,-0.730864,0.0682514
2513,-0.733858,-0.00324422
2514,-0.729876,-0.0746733
2515,-0.718959,-0.145357
2516,-0.701216,-0.214625
2517,-0.676819,-0.281818
2518,-0.646002,-0.3463
2519,-0.609062,-0.407458
2520,-0.566353,-0.464715
2521,-0.518284,-0.517527
2522,-0.465315,-0.565396
2523,-0.407951,-0.607868
2524,-0.346739,-0.644544
2525,-0.282263,-0.675077
2526,-0.215139,-0.699181
2527,-0.146003,-0.716631
2528,-0.0755153,-0.727263
2529,-0.00434541,-0.73098
2530,0.0668301,-0.727751
2531,0.137335,-0.71761
2532,0.2065,-0.700657
2533,0.273668,-0.677057
2534,0.338204,-0.647036
2535,0.399493,-0.610885
2536,0.456958,-0.568948
2537,0.510053,-0.521629
2538,0.558276,-0.469378
2539,0.601172,-0.412695
2540,0.638337,-0.352121
2541,0.669419,-0.288233
2542,0.694128,-0.221639
2543,0.712232,-0.152974
2544,0.723563,-0.0828909
2545,0.728015,-0.0120555
2546,0.725551,0.0588586
2547,0.716198,0.129178
2548,0.700048,0.198235
2549,0.677259,0.265375
2550,0.648049,0.32996
2551,0.612699,0.39138
2552,0.57155,0.449052
2553,0.524994,0.50243
2554,0.473476,0.551011
2555,0.417488,0.594335
2556,0.357565,0.631994
2557,0.294277,0.663632
2558,0.228227,0.688954
2559,0.160043,0.707721
2560,0.0903742,0.71976
2561,0.0198829,0.724958
2562,-0.0507615,0.723271
2563,-0.120888,0.714718
2564,-0.189831,0.699384
2565,-0.256937,0.677419
2566,-0.32157,0.649033
2567,-0.383117,0.6145
2568,-0.440996,0.574152
2569,-0.494659,0.528373
2570,-0.5436,0.477603
2571,-0.587355,0.422324
2572,-0.625512,0.363065
2573,-0.657713,0.30039
2574,-0.683655,0.234895
2575,-0.703094,0.167205
2576,-0.715849,0.0979616
2577,-0.721804,0.027824
2578,-0.720905,-0.0425419
2579,-0.713165,-0.112468
2580,-0.69866,-0.181291
2581,-0.677531,-0.248359
2582,-0.649984,-0.313035
2583,-0.616282,-0.374707
2584,-0.576749,-0.432791
2585,-0.531762,-0.486739
2586,-0.481753,-0.536041
2587,-0.427198,-0.58023
2588,-0.368616,-0.618891
2589,-0.306567,-0.651659
2590,-0.241641,-0.678227
2591,-0.174456,-0.698345
2592,-0.105649,-0.711828
2593,-0.0358754,-0.718549
2594,0.0342029,-0.718449
2595,0.103921,-0.711533
2596,0.172616,-0.697869
2597,0.239639,-0.677591
2598,0.304354,-0.650895
2599,0.366148,-0.618038
2600,0.424437,-0.579334
2601,0.478669,-0.535155
2602,0.528332,-0.485921
2603,0.572958,-0.432103
2604,0.612126,-0.374213
2605,0.645466,-0.312804
2606,0.672667,-0.248459
2607,0.693473,-0.181791
2608,0.70769,-0.113432
2609,0.715188,-0.0440334
2610,0.715897,0.0257475
2611,0.709817,0.0952481
2612,0.697007,0.163809
2613,0.677592,0.230782
2614,0.651762,0.29553
2615,0.619763,0.357443
2616,0.581903,0.415933
2617,0.538544,0.470448
2618,0.490101,0.520474
2619,0.437034,0.565538
2620,0.379851,0.605215
2621,0.319095,0.639133
2622,0.255344,0.666972
2623,0.189206,0.688472
2624,0.121308,0.703433
2625,0.0522942,0.711715
2626,-0.0171791,0.713245
2627,-0.0864535,0.708011
2628,-0.154872,0.696067
2629,-0.221787,0.677529
2630,-0.286564,0.652577
2631,-0.34859,0.621451
2632,-0.407279,0.584449
2633,-0.462076,0.541926
2634,-0.512464,0.494286
2635,-0.557967,0.441986
2636,-0.598157,0.385523
2637,-0.632656,0.325434
2638,-0.661139,0.262292
2639,-0.68334,0.196696
2640,-0.699051,0.12927
2641,-0.708128,0.060654
2642,-0.710488,-0.00850122
2643,-0.706112,-0.0775397
2644,-0.695045,-0.145807
2645,-0.677396,-0.212657
2646,-0.653336,-0.277456
2647,-0.623096,-0.339591
2648,-0.586966,-0.398476
2649,-0.545292,-0.453552
2650,-0.498472,-0.504302
2651,-0.446952,-0.550245
2652,-0.391224,-0.590949
2653,-0.331817,-0.626032
2654,-0.269296,-0.655164
2655,-0.204257,-0.678071
2656,-0.137316,-0.694541
2657,-0.0691087,-0.704421
2658,-0.000282699,-0.70762
2659,0.0685098,-0.704112
2660,0.136617,-0.693935
2661,0.203394,-0.677187
2662,0.268208,-0.654031
2663,0.330447,-0.624691
2664,0.389523,-0.589448
2665,0.444876,-0.548638
2666,0.495986,-0.502651
2667,0.542369,-0.451927
2668,0.58359,-0.396948
2669,0.619259,-0.338237
2670,0.649044,-0.276352
2671,0.672663,-0.211883
2672,0.689898,-0.14544
2673,0.700589,-0.0776542
2674,0.704637,-0.00916892
2675,0.702008,0.059367
2676,0.69273,0.127304
2677,0.676896,0.194
2678,0.654658,0.258822
2679,0.626231,0.321159
2680,0.591888,0.380421
2681,0.551956,0.436048
2682,0.506818,0.487515
2683,0.456904,0.534338
2684,0.402689,0.576075
2685,0.344688,0.612335
2686,0.283455,0.642775
2687,0.219569,0.667112
2688,0.153637,0.685119
2689,0.0862861,0.696627
2690,0.0181536,0.701533
2691,-0.0501146,0.699792
2692,-0.117872,0.691426
2693,-0.184477,0.676517
2694,-0.2493,0.655209
2695,-0.311728,0.627709
2696,-0.37117,0.59428
2697,-0.427067,0.555241
2698,-0.47889,0.510966
2699,-0.526151,0.461877
2700,-0.568405,0.408441
2701,-0.605255,0.351166
2702,-0.636356,0.290597
2703,-0.661414,0.22731
2704,-0.680198,0.161904
2705,-0.692532,0.0950001
2706,-0.698303,0.0272327
2707,-0.697461,-0.0407561
2708,-0.690016,-0.108323
2709,-0.676044,-0.174828
2710,-0.655679,-0.239642
2711,-0.629119,-0.302154
2712,-0.596618,-0.361772
2713,-0.558487,-0.417933
2714,-0.515089,-0.470108
2715,-0.46684,-0.517806
2716,-0.414198,-0.560577
2717,-0.357664,-0.598019
2718,-0.297775,-0.629782
2719,-0.2351,-0.655566
2720,-0.170234,-0.675132
2721,-0.103791,-0.688298
2722,-0.0364022,-0.694943
2723,0.0312952,-0.695008
2724,0.09866,-0.688496
2725,0.165055,-0.675471
2726,0.229852,-0.656062
2727,0.292439,-0.630454
2728,0.352226,-0.598895
2729,0.408647,-0.561685
2730,0.46117,-0.519181
2731,0.509302,-0.471787
2732,0.552589,-0.419954
2733,0.590624,-0.364176
2734,0.62305,-0.304982
2735,0.649564,-0.242935
2736,0.669917,-0.178623
2737,0.683922,-0.112655
2738,0.691448,-0.0456578
2739,0.692429,0.0217355
2740,0.686858,0.0888868
2741,0.674793,0.155161
2742,0.65635,0.219931
2743,0.631709,0.282586
2744,0.601105,0.342533
2745,0.564831,0.399208
2746,0.523234,0.452076
2747,0.47671,0.500638
2748,0.425702,0.544439
2749,0.370696,0.583067
2750,0.312213,0.616158
2751,0.250808,0.643404
2752,0.187065,0.664549
2753,0.121587,0.679397
2754,0.054995,0.687812
2755,-0.0120811,0.689717
2756,-0.0790065,0.685098
2757,-0.145148,0.674002
2758,-0.209881,0.656539
2759,-0.272594,0.632875
2760,-0.332695,0.60324
2761,-0.389617,0.567917
2762,-0.442824,0.527242
2763,-0.491814,0.481604
2764,-0.536127,0.431436
2765,-0.575346,0.377217
2766,-0.609103,0.31946
2767,-0.637083,0.258714
2768,-0.659024,0.195555
2769,-0.674721,0.130582
2770,-0.684031,0.0644092
2771,-0.686868,-0.0023361
2772,-0.68321,-0.0690228
2773,-0.673094,-0.13502
2774,-0.656621,-0.199705
2775,-0.633948,-0.262467
2776,-0.605296,-0.322713
2777,-0.570936,-0.379875
2778,-0.531198,-0.433414
2779,-0.486461,-0.482828
2780,-0.437149,-0.527649
2781,-0.383733,-0.567459
2782,-0.326718,-0.601883
2783,-0.266646,-0.630598
2784,-0.204087,-0.653337
2785,-0.139634,-0.669889
2786,-0.0738956,-0.680099
2787,-0.00749532,-0.683876
2788,0.0589393,-0.681187
2789,0.12478,-0.672062
2790,0.189406,-0.65659
2791,0.252206,-0.634921
2792,0.312587,-0.607263
2793,0.369981,-0.573882
2794,0.423848,-0.535096
2795,0.473679,-0.491274
2796,0.519006,-0.442835
2797,0.559404,-0.390237
2798,0.594493,-0.33398
2799,0.623946,-0.274599
2800,0.647486,-0.212656
2801,0.664895,-0.148738
2802,0.676013,-0.0834494
2803,0.680736,-0.0174087
2804,0.679025,0.04876
2805,0.6709,0.114431
2806,0.65644,0.178985
2807,0.635786,0.241812
2808,0.609137,0.30232
2809,0.576748,0.359938
2810,0.538928,0.414124
2811,0.496038,0.464367
2812,0.448485,0.510196
2813,0.396723,0.551179
2814,0.341241,0.586933
2815,0.282567,0.617123
2816,0.221256,0.641466
2817,0.157889,0.659737
2818,0.0930655,0.671766
2819,0.0273994,0.677443
2820,-0.038489,0.676718
2821,-0.103977,0.669601
2822,-0.168447,0.656164
2823,-0.23129,0.636538
2824,-0.291913,0.61091
2825,-0.349746,0.579527
2826,-0.404243,0.542688
2827,-0.454892,0.500744
2828,-0.501217,0.454095
2829,-0.542783,0.403183
2830,-0.5792,0.348493
2831,-0.610126,0.290542
2832,-0.635274,0.229879
2833,-0.65441,0.16708
2834,-0.667355,0.102739
2835,-0.673991,0.0374627
2836,-0.674259,-0.0281305
2837,-0.668161,-0.0934213
2838,-0.655757,-0.157794
2839,-0.637169,-0.22064
2840,-0.612575,-0.281368
2841,-0.582211,-0.339405
2842,-0.546368,-0.394206
2843,-0.505386,-0.445254
2844,-0.459656,-0.492069
2845,-0.409612,-0.534213
2846,-0.355729,-0.57129
2847,-0.298518,-0.602954
2848,-0.238522,-0.628907
2849,-0.176307,-0.648909
2850,-0.112463,-0.662774
2851,-0.0475935,-0.670375
2852,0.017689,-0.671644
2853,0.0827677,-0.666572
2854,0.147029,-0.655211
2855,0.209866,-0.637673
2856,0.270686,-0.614125
2857,0.328918,-0.584794
2858,0.384012,-0.549961
2859,0.435451,-0.509956
2860,0.482752,-0.465161
2861,0.525469,-0.416001
2862,0.563204,-0.362943
2863,0.595601,-0.30649
2864,0.62236,-0.247176
2865,0.643231,-0.185563
2866,0.658019,-0.122234
2867,0.66659,-0.0577868
2868,0.668866,0.00716901
2869,0.664829,0.0720205
2870,0.654521,0.136156
2871,0.638043,0.19897
2872,0.615554,0.259871
2873,0.587269,0.318286
2874,0.55346,0.373664
2875,0.514447,0.425486
2876,0.470603,0.473264
2877,0.422344,0.516549
2878,0.370128,0.554937
2879,0.314449,0.588068
2880,0.255836,0.615631
2881,0.194842,0.637372
2882,0.132045,0.653087
2883,0.0680373,0.662632
2884,0.00342452,0.665921
2885,-0.0611838,0.662926
2886,-0.125178,0.65368
2887,-0.187956,0.638273
2888,-0.248924,0.616854
2889,-0.30751,0.589629
2890,-0.363162,0.556857
2891,-0.415357,0.518852
2892,-0.463605,0.475975
2893,-0.507452,0.428634
2894,-0.546489,0.377276
2895,-0.580349,0.32239
2896,-0.608717,0.264494
2897,-0.631327,0.204137
2898,-0.647971,0.14189
2899,-0.658495,0.0783393
2900,-0.662802,0.0140866
2901,-0.660857,-0.0502622
2902,-0.652681,-0.1141
2903,-0.638355,-0.176826
2904,-0.618018,-0.237848
2905,-0.591865,-0.296593
2906,-0.560146,-0.352507
2907,-0.523164,-0.405066
2908,-0.48127,-0.453775
2909,-0.434862,-0.498178
2910,-0.384381,-0.537858
2911,-0.330304,-0.572444
2912,-0.273145,-0.601614
2913,-0.213443,-0.625094
2914,-0.151763,-0.642669
2915,-0.0886873,-0.654174
2916,-0.0248121,-0.659505
2917,0.0392603,-0.658616
2918,0.102926,-0.651519
2919,0.165584,-0.638284
2920,0.226646,-0.61904
2921,0.285536,-0.593972
2922,0.341701,-0.563319
2923,0.394612,-0.527374
2924,0.443774,-0.486479
2925,0.488724,-0.441022
2926,0.529042,-0.391434
2927,0.56435,-0.338185
2928,0.594319,-0.28178
2929,0.618669,-0.222751
2930,0.637175,-0.161657
2931,0.649664,-0.0990752
2932,0.656024,-0.0355955
2933,0.656198,0.0281831
2934,0.650187,0.0916592
2935,0.638053,0.154235
2936,0.619913,0.215321
2937,0.595942,0.274343
2938,0.566368,0.330745
2939,0.531476,0.383998
2940,0.491595,0.433602
2941,0.447105,0.479091
2942,0.398428,0.52004
2943,0.346026,0.556066
2944,0.290393,0.586831
2945,0.232056,0.612049
2946,0.171567,0.631486
2947,0.109497,0.644962
2948,0.0464312,0.652354
2949,-0.0170355,0.653596
2950,-0.0803049,0.648679
2951,-0.142781,0.637654
2952,-0.203876,0.620629
2953,-0.263014,0.597767
2954,-0.319641,0.569287
2955,-0.373224,0.535461
2956,-0.423259,0.49661
2957,-0.469279,0.453105
2958,-0.510852,0.405356
2959,-0.547588,0.353818
2960,-0.579145,0.298976
2961,-0.605229,0.241351
2962,-0.625598,0.181486
2963,-0.640062,0.119947
2964,-0.648489,0.0573135
2965,-0.650804,-0.00582298
2966,-0.646989,-0.0688677
2967,-0.637082,-0.131227
2968,-0.621181,-0.192314
2969,-0.59944,-0.251555
2970,-0.572067,-0.308391
2971,-0.539322,-0.362291
2972,-0.501517,-0.412747
2973,-0.459013,-0.459287
2974,-0.41221,-0.501475
2975,-0.361554,-0.538916
2976,-0.307523,-0.571261
2977,-0.250628,-0.598208
2978,-0.191406,-0.619507
2979,-0.130417,-0.63496
2980,-0.0682362,-0.644425
2981,-0.00544907,-0.647818
2982,0.0573526,-0.64511
2983,0.119577,-0.63633
2984,0.18064,-0.621564
2985,0.239966,-0.600955
2986,0.296998,-0.5747
2987,0.351201,-0.543051
2988,0.402065,-0.506308
2989,0.449115,-0.464821
2990,0.49191,-0.418982
2991,0.530049,-0.369227
2992,0.563175,-0.316025
2993,0.590982,-0.25988
2994,0.613209,-0.201321
2995,0.629651,-0.140903
2996,0.640157,-0.0791933
2997,0.644632,-0.0167749
2998,0.643037,0.0457646
2999,0.63539,0.107836
